"Saison","Championnat","Joueur","Équipe","Place","Âge","Valeur.marchande","Contrat.expiration","Pays.de.naissance","Passeport.pays","Pied","Prêté","Taille","Poids","Matchs.joués","Minutes.jouées","Expected.Goal","Buts.par.90.min","G.XG","Taux.de.conversion.but.tir","Buts.de.la.tête.sur.90.min","Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","Buts.hors.penalty.par.90","penalty.par.90.min","Tirs.cadrés","Dribbles.par.90.min","Dribbles.réussis","PCT_Dribbles.réussis","Efficacité.Buts","Duels.offensifs.par.90.min","Duels.offensifs.réussis","PCT_Duels.offensifs.réussis","Centres","Centres.réussis","PCT_Centres.réussis","Courses.progressives.par.90.min","Possession.ajustée","Duels.aériens.par.90.min","Duels.aériens.réussis","PCT_Duels.aériens.réussis","PAdj.Sliding.tackles","Succ..déf..sur.90","Duels.defensifs.par.90.min","Duels.defensifs.réussis","PCT_Duels.defensifs.réussis","Tacles.glissés.sur.90.min","Fautes.par.90.min","Cartons.jaunes.par.90.min","Cartons.rouges.par.90.min","Tirs.bloqués.par.90","Interceptions..sur.90.min","PAdj.Interceptions","Longueur.moyenne.de.passe.longue.en.m","Passes.par.90.min","Passes.réussies","PCT_Passes.réussies","Passes.avant.par.90","Passes.avant.réussies","PCT_Passes.avant.réussies","PCT_Passes.avant","Passes.arrière.par.90","Passes.arrière.réussies","PCT_Passes.arrière.réussies","PCT_Passes.arrière","Passes.latérales.par.90","Passes.latérales.réussies","PCT_Passes.latérales.réussies","PCT_Passes.latérales","PCT_Passes.longues.réussies","Passe.moyenne.longueur..m","Lng.passes.par.90","Passes.décisives.par.90.min","Passes.quasi.décisives.par.90","Réalisations.en.profondeur.par.90","Expected.Pass.D","Secondes.passes.décisives.par.90","Troisièmes.passes.décisives.par.90","Passes.judicieuses.par.90","Passes.judicieuses.réussies","PCT_Passes.judicieuses.réussies","Passes.der.tiers","Passes.der.tiers.réussies","PCT_Passes.der.tiers.réussies","Passes.surface.réparation","Passes.surface.réparation.réussies","PCT_Passes.surface.réparation.réussies","PCT_Passes.surface.réparation","Passes.profondeur","Passes.profondeur.réussies","PCT_Passes.profondeur.réussies","PCT_Passes.profondeur","Passes.progressives.par.90","Passes.progressives.réussies","PCT_Passes.progressives.réussies","PCT_Passes.progressives","milieu_def","Poste","note","vingtile_Expected.Goal","vingtile_Buts.par.90.min","vingtile_G.XG","vingtile_Taux.de.conversion.but.tir","vingtile_Buts.de.la.tête.sur.90.min","vingtile_Touches.de.balle.dans.la.surface.de.réparation.sur.90.min","vingtile_Buts.hors.penalty.par.90","vingtile_penalty.par.90.min","vingtile_Tirs.cadrés","vingtile_Dribbles.par.90.min","vingtile_Dribbles.réussis","vingtile_PCT_Dribbles.réussis","vingtile_Efficacité.Buts","vingtile_Duels.offensifs.par.90.min","vingtile_Duels.offensifs.réussis","vingtile_PCT_Duels.offensifs.réussis","vingtile_Centres","vingtile_Centres.réussis","vingtile_PCT_Centres.réussis","vingtile_Courses.progressives.par.90.min","vingtile_Possession.ajustée","vingtile_Duels.aériens.par.90.min","vingtile_Duels.aériens.réussis","vingtile_PCT_Duels.aériens.réussis","vingtile_PAdj.Sliding.tackles","vingtile_Succ..déf..sur.90","vingtile_Duels.defensifs.par.90.min","vingtile_Duels.defensifs.réussis","vingtile_PCT_Duels.defensifs.réussis","vingtile_Tacles.glissés.sur.90.min","vingtile_Fautes.par.90.min","vingtile_Cartons.jaunes.par.90.min","vingtile_Cartons.rouges.par.90.min","vingtile_Tirs.bloqués.par.90","vingtile_Interceptions..sur.90.min","vingtile_PAdj.Interceptions","vingtile_Longueur.moyenne.de.passe.longue.en.m","vingtile_Passes.par.90.min","vingtile_Passes.réussies","vingtile_PCT_Passes.réussies","vingtile_Passes.avant.par.90","vingtile_Passes.avant.réussies","vingtile_PCT_Passes.avant.réussies","vingtile_PCT_Passes.avant","vingtile_Passes.arrière.par.90","vingtile_Passes.arrière.réussies","vingtile_PCT_Passes.arrière.réussies","vingtile_PCT_Passes.arrière","vingtile_Passes.latérales.par.90","vingtile_Passes.latérales.réussies","vingtile_PCT_Passes.latérales.réussies","vingtile_PCT_Passes.latérales","vingtile_PCT_Passes.longues.réussies","vingtile_Passe.moyenne.longueur..m","vingtile_Lng.passes.par.90","vingtile_Passes.décisives.par.90.min","vingtile_Passes.quasi.décisives.par.90","vingtile_Réalisations.en.profondeur.par.90","vingtile_Expected.Pass.D","vingtile_Secondes.passes.décisives.par.90","vingtile_Troisièmes.passes.décisives.par.90","vingtile_Passes.judicieuses.par.90","vingtile_Passes.judicieuses.réussies","vingtile_PCT_Passes.judicieuses.réussies","vingtile_Passes.der.tiers","vingtile_Passes.der.tiers.réussies","vingtile_PCT_Passes.der.tiers.réussies","vingtile_Passes.surface.réparation","vingtile_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation.réussies","vingtile_PCT_Passes.surface.réparation","vingtile_Passes.profondeur","vingtile_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur.réussies","vingtile_PCT_Passes.profondeur","vingtile_Passes.progressives.par.90","vingtile_Passes.progressives.réussies","vingtile_PCT_Passes.progressives.réussies","vingtile_PCT_Passes.progressives","vingtile_note"
"2025/2026","National 1 - J13","Y. Soukouna","Concarneau","RWF, RW, RCMF",25,0,"2026-06-30","France","France","","non",0,0,11,958,0.189770354906054,0.19,1.0012101210121,11.765,0,1.69,0.19,0,0.84704,1.78,0.655752,36.84,0.99009900990099,6.11,1.880047,30.77,1.03,0.187254,25,1.69,1.15789473684211,5.92,1.973136,33.33,0.22,6.11,4.23,2.914047,68.89,0.19,0.94,0.09,0,0.09,3.01,3.53,18.46,19.45,14.939545,76.81,5.73,3.757161,65.57,0.294601542416452,3.85,3.75606,97.56,0.197943444730077,5.45,4.416135,81.03,0.280205655526992,45.45,15.79,1.03,0,0.09,0.56,0.04,0.09,0,0.09,0.09,100,2.07,1.317348,63.64,1.22,0.65697,53.85,0.0627249357326478,0.56,0.001064,0.19,0.0287917737789203,3.38,2.347072,69.44,0.173778920308483,FALSE,"Ailier",6.832529770512,14,14,11,12,7,11,15,9,16,9,7,2,12,10,8,2,10,7,3,13,4,18,14,5,7,7,5,7,17,8,7,5,8,7,9,7,4,3,3,7,4,4,7,9,5,6,18,12,3,3,9,5,5,3,3,4,5,10,7,17,7,6,11,19,4,4,8,7,9,15,11,10,8,7,13,4,4,8,12,7
"2025/2026","National 1 - J13","S. Appuah","Valenciennes","RW, RAMF",21,0,"2029-06-30","France","France, Ghana","gauche","oui",185,70,12,951,0.183596214511041,0,0,0,0,2.46,0,0,0.758204,5.58,3.78324,67.8,0,14.01,6.342327,45.27,2.08,0.472784,25,3.88,1.33333333333333,1.23,0.094587,25,0.12,5.3,5.39,3.498649,64.91,0.09,1.14,0.09,0,0,1.7,2.21,29.02,30.76,23.660592,76.92,6.15,3.87942,63.08,0.199934980494148,8.8,7.854,89.25,0.286085825747724,9.46,7.1896,76,0.307542262678804,46.67,17.4,1.42,0.09,0.47,0.85,0.11,0,0.09,0.09,0,0,2.93,2.173767,74.19,2.74,0.944752,34.48,0.0890767230169051,0.85,0.004845,0.57,0.0276332899869961,3.03,2.177964,71.88,0.0985045513654096,FALSE,"Ailier",6.773605982161,14,3,3,3,7,14,3,9,15,18,19,17,3,18,19,13,14,12,3,19,10,2,0,1,4,5,9,10,14,5,11,5,8,2,3,3,9,8,8,7,5,5,6,2,18,18,4,18,8,8,6,8,6,7,5,12,15,14,14,6,18,6,4,4,6,8,15,15,12,4,15,14,14,13,13,4,4,10,2,5
"2025/2026","National 1 - J13","R. Fage","Paris 13 Atletico","RW, RWF, RAMF",22,0,"","France","France","gauche","non",175,66,14,919,0.271273122959739,0.39,1.43766546329723,23.529,0,1.66,0.29,0.1,0.976412,4.31,2.155,50,1.44404332129964,11.95,5.09309,42.62,1.27,0.879221,69.23,2.64,0,0.69,0.098601,25,0,5.09,5.29,2.939124,55.56,0,1.57,0.1,0,0,2.15,3.1,36.22,28.3,21.93533,77.51,10.77,7.342986,68.18,0.380565371024735,3.43,3.136049,91.43,0.121201413427562,9.11,7.54308,82.8,0.321908127208481,66.67,20.59,4.11,0,0.59,1.66,0.15,0,0,0.39,0.195,50,5.88,4.116,70,3.43,2.253853,65.71,0.121201413427562,1.66,0.014608,0.88,0.0586572438162544,7.54,6.365268,84.42,0.26643109540636,FALSE,"Ailier",7.362016909464,16,18,15,18,7,11,17,19,17,16,16,7,16,17,18,10,11,16,19,17,1,0,0,1,1,5,8,7,5,1,16,5,8,2,5,5,15,7,7,8,9,10,9,15,4,4,6,5,8,8,10,9,18,15,13,4,17,19,16,6,7,14,15,15,15,15,13,17,19,19,18,19,19,16,19,14,17,18,19,19
"2025/2026","National 1 - J13","K. Sylva","Quevilly Rouen","RW, RB, RWB",33,200000,"2026-06-30","France","France","droite","non",179,69,11,885,0.0315254237288136,0.1,3.17204301075269,9.091,0,2.03,0.1,0,0.203616,3.97,1.42523,35.9,3.2258064516129,9.05,2.74577,30.34,2.44,0.508252,25,1.53,0,2.75,1.12035,40.74,0,6.41,4.58,2.951352,64.44,0,0.61,0.1,0,0,3.46,3.81,22.01,26.54,19.828034,74.71,8.64,5.692032,65.88,0.325546345139412,5.39,5.288129,98.11,0.203089675960814,6.2,4.2687,68.85,0.233609645817634,50,15.97,2.03,0,0,0.31,0.03,0,0,0,0,0,1.83,1.220061,66.67,1.83,0.609939,33.33,0.0689525244913338,0.31,0.001891,0.61,0.0116804822908817,4.98,2.642388,53.06,0.187641296156745,FALSE,"Ailier",6.684749455048,4,11,19,10,7,13,11,9,7,15,13,2,19,14,11,2,15,12,3,12,1,10,9,9,1,8,6,7,13,1,3,5,8,2,10,8,5,6,6,5,7,7,8,11,10,11,18,12,3,3,2,1,8,3,7,4,1,5,6,6,7,2,4,4,3,3,10,11,8,4,12,5,10,14,7,8,5,1,14,3
"2025/2026","Ligue 2 - J14","N. Fatar","Boulogne","RW, CF, LW",23,400000,"","France","France, Morocco","gauche","non",170,64,14,871,0.148794489092997,0.1,0.672067901234568,4,0,2.07,0.1,0,0.8256,4.96,3.1,62.5,0.694444444444444,13.85,6.61476,47.76,2.17,0.516677,25,1.55,1.24271844660194,3.72,1.136832,30.56,1.28,5.48,4.96,2.583168,52.08,1.03,1.86,0,0,0,1.86,2.3,23.39,22.53,16.433382,72.94,6.41,3.515244,54.84,0.28450954283178,5.37,5.163255,96.15,0.238348868175766,6.2,4.44354,71.67,0.275188637372392,25,19.49,1.34,0.1,0.41,0.41,0.11,0,0,0.21,0.105,50,3.1,2.17,70,2.07,0.828,40,0.0918774966711052,0.41,0.002542,0.62,0.0181979582778518,3.31,2.172353,65.63,0.146915224145584,FALSE,"Ailier",6.92055905502,13,11,8,7,7,13,11,9,16,17,18,15,9,18,19,14,15,13,3,13,6,13,9,4,19,6,7,5,3,19,18,1,8,2,4,3,6,4,4,4,5,4,2,8,10,11,15,15,3,3,4,4,0,13,5,13,14,7,14,6,7,11,12,15,7,8,13,12,10,7,15,7,11,14,10,4,4,5,8,10
"2025/2026","Ligue 2 - J14","I. Cardona","Saint-Étienne","RWF, RAMF",28,2500000,"2028-06-30","France","France, Malta","droite","non",185,75,13,802,0.398379052369077,0.45,1.12957746478873,22.222,0,5.05,0.45,0,0.785578,2.92,1.235452,42.31,1.12676056338028,7.18,2.355758,32.81,1.91,0.786538,41.18,3.14,1.52941176470588,0.9,0.3375,37.5,0.52,4.71,3.7,2.46679,66.67,0.34,0.67,0.22,0,0.22,1.91,2.95,24.16,32.99,24.125587,73.13,8.3,4.03795,48.65,0.251591391330706,9.76,8.189616,83.91,0.295847226432252,8.19,6.506955,79.45,0.248257047590179,25,16.8,1.68,0.22,1.57,1.68,0.24,0,0.11,0.45,0.225,50,2.58,1.121784,43.48,3.82,1.685384,44.12,0.115792664443771,1.68,0.009408,0.56,0.0509245225826008,4.71,3.588549,76.19,0.14277053652622,FALSE,"Ailier",7.031722180261,18,18,13,17,7,19,19,9,15,13,11,3,13,12,10,3,14,15,15,18,17,1,2,7,14,4,3,5,15,13,3,13,8,12,4,5,6,9,8,4,7,5,1,5,19,18,1,18,6,7,8,2,0,5,6,18,20,19,19,6,19,15,16,15,5,3,1,18,17,9,18,19,17,13,18,7,8,13,7,14
"2025/2026","Ligue 2 - J14","G. Yassine","Dunkerque","RW, RWF",19,0,"2027-06-30","France","France, Morocco","gauche","non",173,68,11,701,0.160485021398003,0.13,0.810044444444444,5.263,0,2.05,0.13,0,0.642208,7.06,3.20877,45.45,0.8,16.56,6.804504,41.09,1.54,0.513282,33.33,2.7,1.64102564102564,0.39,0,25,0.64,6.8,7.06,4.364492,61.82,0.39,1.41,0.13,0,0.13,2.05,3.4,35.79,27.48,21.445392,78.04,7.83,4.23603,54.1,0.284934497816594,8.22,7.963536,96.88,0.299126637554585,7.83,6.546663,83.61,0.284934497816594,45.83,19.31,3.08,0.51,0.9,1.28,0.21,0,0.13,0.26,0.26,100,4.49,2.180793,48.57,3.59,1.666837,46.43,0.130640465793304,1.28,0.004992,0.39,0.0465793304221252,5.26,4.233774,80.49,0.191411935953421,FALSE,"Ailier",7.466845271666,13,12,9,7,7,13,12,9,14,19,18,4,10,19,19,9,12,12,11,17,19,0,0,1,15,8,15,14,11,14,14,7,8,9,5,6,15,6,7,8,6,5,2,8,17,18,17,18,6,7,10,5,6,12,10,20,19,17,18,6,19,12,17,19,11,8,1,18,17,10,19,17,14,11,17,9,10,17,14,19
"2025/2026","Ligue 2 - J14","J. Hatchi","Guingamp","RW, LW",20,0,"","France","France","unknown","oui",0,0,13,688,0.108575581395349,0.26,2.3946452476573,28.571,0,1.83,0.26,0,0.262844,4.32,1.96344,45.45,2.40963855421687,11.38,4.185564,36.78,1.7,0.52309,30.77,1.83,1.34782608695652,3.66,0.784338,25,1.24,8.5,7.72,4.187328,54.24,0.92,2.09,0.13,0,0,3.4,4.59,10.53,21.98,16.35312,74.4,4.97,3.008341,60.53,0.226114649681529,8.11,7.194381,88.71,0.368971792538671,5.89,4.188379,71.11,0.267970882620564,70,15.6,1.31,0.13,0.26,0.65,0.07,0,0,0.13,0.13,100,1.7,1.17691,69.23,2.09,0.78375,37.5,0.0950864422202002,0.65,0.00338,0.52,0.0295723384895359,3.4,2.09236,61.54,0.154686078252957,FALSE,"Ailier",6.656312191882,11,16,18,19,7,12,16,9,9,16,15,4,19,16,16,6,13,13,9,14,11,13,6,1,19,13,16,14,4,19,19,7,8,2,10,10,2,4,4,5,3,3,4,4,17,16,3,20,3,3,3,3,19,3,5,15,10,11,10,6,7,8,13,19,3,3,12,12,10,6,16,11,12,13,13,4,4,3,9,2
"2025/2026","Ligue 2 - J14","A. Platret","Boulogne","RW, RCMF, RB",22,0,"2026-06-30","France","France","","non",0,0,9,681,0.0964757709251101,0.13,1.34748858447489,16.667,0,0.79,0.13,0,0.395,1.72,1.190756,69.23,1.36986301369863,4.63,2.116373,45.71,2.64,0.792,30,0.26,1.23076923076923,2.11,0.659375,31.25,0.16,8.06,7.4,4.75746,64.29,0.13,1.06,0.13,0,0,3.17,3.93,29.74,28.28,19.821452,70.09,9.65,5.94826,61.64,0.341230551626591,4.89,4.493421,91.89,0.172913719943423,8.59,5.814571,67.69,0.303748231966054,55.56,19.28,2.38,0.26,0.53,0.26,0.12,0,0.13,0,0,0,4.89,3.700752,75.68,3.57,1.189881,33.33,0.126237623762376,0.26,0.001378,0.53,0.00919377652050919,5.55,4.492725,80.95,0.196251768033946,FALSE,"Ailier",6.592313477345,10,12,15,15,7,7,12,9,11,9,11,17,15,8,9,13,16,15,9,1,6,7,5,4,6,11,16,16,13,6,9,7,8,2,9,8,10,7,6,2,8,8,5,12,9,9,7,10,7,6,2,7,13,12,8,18,16,4,14,6,19,2,4,4,12,14,16,18,14,4,18,4,9,13,6,9,11,17,15,1
"2025/2026","National 1 - J13","C. Badin","Fleury 91 FC","RW, LW, CF",32,0,"","Belgium","Belgium, France","droite","non",168,65,9,675,0.125333333333333,0.13,1.03723404255319,8.333,0,2.27,0.13,0,0.66672,1.33,0.798,60,1.06382978723404,4.27,1.60125,37.5,2.4,0.66672,27.78,1.87,1.40740740740741,2.8,0.26656,25,0.38,5.07,5.2,3.20008,61.54,0.27,1.33,0.13,0,0,1.6,2.28,33.41,35.73,21.863187,61.19,14.53,7.331838,50.46,0.406661069129583,6.13,5.730324,93.48,0.171564511614889,9.6,4.8,50,0.268681780016793,33.33,19.05,5.6,0.4,0.8,1.2,0.2,0,0,0.67,0,0,8,4.1336,51.67,4,1.4668,36.67,0.111950741673664,1.2,0.0096,0.8,0.0335852225020991,7.47,5.468787,73.21,0.209068010075567,FALSE,"Ailier",6.837028934105,12,12,12,9,7,13,12,9,14,7,8,13,12,7,6,6,15,14,8,14,13,10,1,1,11,5,8,8,11,11,13,7,8,2,3,3,13,11,7,0,14,10,1,16,13,13,10,10,8,4,0,3,1,12,16,19,19,17,18,6,7,17,4,4,18,15,2,19,16,5,17,17,17,16,14,14,14,11,16,7
"2025/2026","Ligue 2 - J14","B. Touré","Annecy","RWF, CF",22,0,"2026-06-30","Côte d'Ivoire","Côte d'Ivoire","droite","non",185,75,10,566,0.376855123674912,0.16,0.424566338490389,14.286,0,3.82,0.16,0,0.634254,3.5,2.06815,59.09,0.421940928270042,12.24,4.609584,37.66,1.91,0.318397,25,0.48,0,9.86,3.02209,30.65,0,4.77,5.41,2.864054,52.94,0,2.86,0,0,0,1.91,2.77,17.18,26.55,18.12303,68.26,8.9,4.60931,51.79,0.335216572504708,5.88,5.085612,86.49,0.221468926553672,5.57,3.819349,68.57,0.209792843691149,25,14.24,0.95,0.48,0.95,0.95,0.18,0,0,0.32,0.16,50,2.39,1.434,60,2.7,0.47655,17.65,0.101694915254237,0.95,0.00152,0.16,0.0357815442561205,3.66,2.227842,60.87,0.137853107344633,FALSE,"Ailier",6.994504246452,18,13,6,14,7,18,14,9,14,15,15,13,7,17,17,6,14,10,3,3,1,20,18,4,1,4,9,7,3,1,20,1,8,2,4,4,4,6,5,1,8,6,1,12,12,11,2,14,3,2,2,0,0,1,3,20,19,15,17,6,7,13,14,15,5,4,6,15,6,1,16,15,9,7,15,5,4,3,6,13
"2025/2026","Ligue 2 - J14","M. Essimi","Dunkerque","RW, RWF, LW",26,0,"2026-06-30","Cameroon","Cameroon, France","droite","non",182,66,9,562,0.477224199288256,0.8,1.67636092468307,45.455,0,3.68,0.8,0,0.79992,3.84,1.44,37.5,1.67785234899329,7.85,2.883305,36.73,1.44,0.639936,44.44,2.08,0,1.92,0.159936,25,0,4.8,5.44,2.72,50,0,1.76,0.16,0,0.16,2.08,2.95,15.56,19.06,15.535806,81.51,3.52,2.560096,72.73,0.184679958027282,5.44,5.280064,97.06,0.285414480587618,5.12,3.84,75,0.268625393494229,50,20.93,0.96,0.32,0.48,1.76,0.22,0.16,0,0,0,0,1.6,0.96,60,2.24,1.440096,64.29,0.117523609653725,1.76,0.008448,0.48,0.0923399790136411,2.4,1.92,80,0.12591815320042,FALSE,"Ailier",7.404171234643,19,20,17,20,7,17,20,9,16,15,13,2,17,12,12,6,12,14,16,15,1,5,1,1,1,4,9,6,2,1,17,10,8,10,5,5,3,2,3,12,2,3,13,2,10,11,17,18,2,3,5,3,8,16,3,19,15,19,18,19,7,2,4,4,2,2,6,13,16,18,18,19,17,12,20,3,3,16,5,19
"2025/2026","National 1 - J13","K. Chaban","Aubagne","LWF, AMF, CF",25,0,"","Algeria","Algeria, France","droite","non",182,0,12,1113,0.219137466307278,0.24,1.09520295202952,10,0,3.32,0.24,0,0.809919,6.95,3.313065,47.67,1.1070110701107,13.5,5.98185,44.31,3.56,0.89,25,4.61,0,2.51,0.809726,32.26,0,3.96,4.53,2.265,50,0,1.21,0.24,0,0,1.7,2.32,40,26.6,17.05858,64.13,6.06,3.070602,50.67,0.22781954887218,4.77,3.880872,81.36,0.179323308270677,9.87,6.309891,63.93,0.371052631578947,55.17,19.01,2.35,0.24,0.4,0.73,0.11,0,0,0.4,0,0,3.23,1.615,50,2.99,0.969657,32.43,0.112406015037594,0.73,0.005913,0.81,0.0274436090225564,4.04,2.9088,72,0.15187969924812,FALSE,"Ailier",7.317377393797,15,15,12,11,7,16,16,9,16,19,18,5,13,18,19,12,18,16,3,20,1,9,6,5,1,3,6,4,2,1,12,14,8,2,3,3,19,6,4,1,5,3,1,4,8,7,1,10,9,6,1,14,12,12,8,18,13,12,14,6,7,14,4,4,7,5,2,16,12,4,17,12,15,16,13,6,6,10,9,19
"2025/2026","Ligue 2 - J14","J. Assoumou","Troyes","LW, LAMF, RW",23,0,"2026-06-30","Côte d'Ivoire","Côte d'Ivoire, Mali","droite","non",167,63,12,1054,0.264705882352941,0.34,1.28444444444444,10.526,0,3.16,0.34,0,1.193616,5.04,2.989728,59.32,1.29032258064516,13.83,5.036886,36.42,2.31,0.684453,29.63,3.67,1.32352941176471,3.07,1.364308,44.44,0.45,6.92,5.21,3.501641,67.21,0.34,1.02,0.26,0,0,3.07,4.01,27.54,25.7,20.23618,78.74,6.4,4.01088,62.67,0.249027237354086,7.6,7.25876,95.51,0.295719844357977,6.32,4.953616,78.38,0.24591439688716,50,16.56,1.37,0.09,0.43,0.68,0.11,0.17,0,0.09,0,0,1.71,1.1115,65,2.22,1.02453,46.15,0.0863813229571985,0.68,0.005236,0.77,0.0264591439688716,3.84,2.730624,71.11,0.149416342412451,FALSE,"Ailier",7.267981031578,16,17,14,11,7,16,17,9,18,17,18,13,15,18,17,5,15,14,9,19,9,11,11,10,12,9,8,10,15,13,9,15,8,2,9,8,8,5,6,9,5,5,5,5,16,17,14,18,4,4,7,2,8,5,5,12,14,11,14,19,7,6,4,4,3,3,9,13,12,10,14,11,14,15,13,5,5,9,8,18
"2025/2026","Ligue 2 - J14","A. Zossou","Dunkerque","LW, LWF, RWF",20,0,"","Côte d'Ivoire","Côte d'Ivoire","","oui",0,0,14,995,0.156482412060302,0.18,1.15028901734104,15.385,0,2.35,0.18,0,0.63543,6.15,2.442165,39.71,1.15606936416185,9.59,3.076472,32.08,4.25,1.17555,27.66,2.98,1.44444444444444,1.18,0.63543,53.85,0.13,3.17,3.71,1.538166,41.46,0.09,1.72,0.27,0,0,1.54,2.28,29.79,22.79,17.18366,75.4,3.98,2.532872,63.64,0.174637999122422,9.5,8.95755,94.29,0.416849495392716,6.69,4.339134,64.86,0.293549802544976,75,20.44,1.18,0,0.36,0.81,0.09,0.09,0.18,0.09,0.09,100,1.45,0.90625,62.5,3.89,1.447469,37.21,0.170688898639754,0.81,0.008829,1.09,0.0355419043440105,3.26,2.626256,80.56,0.143045195261079,FALSE,"Ailier",6.819296092537,13,14,13,14,7,14,14,9,14,18,16,2,13,15,13,3,19,18,8,18,14,2,5,15,5,1,3,1,0,5,17,15,8,2,2,3,10,4,4,6,2,2,6,1,19,19,11,20,4,3,1,6,20,15,4,4,13,13,12,17,20,6,11,19,2,2,7,18,16,5,20,13,17,18,15,4,5,17,7,7
"2025/2026","National 1 - J13","A. Thoumin","Villefranche","LW, CF, LWF",23,0,"2026-06-30","France","France","droite","non",181,69,14,949,0.105268703898841,0,0,0,0,2.37,0,0,0.475,4.46,1.89773,42.55,0,9.48,3.2232,34,2.85,1.234905,43.33,1.23,1.40601503759399,2.56,0.189696,25,1.87,6.83,5.6,2.8476,50.85,1.33,1.42,0.09,0,0,2.66,3.73,20.09,26.08,20.579728,78.91,6.92,5.02392,72.6,0.265337423312883,5.6,5.22032,93.22,0.214723926380368,8.54,6.357176,74.44,0.327453987730061,61.54,17.41,2.47,0.09,0.47,0.95,0.15,0,0,0.09,0,0,2.47,1.709981,69.23,3.03,1.704375,56.25,0.116180981595092,0.95,0.012635,1.33,0.0364263803680982,6.45,5.59602,86.76,0.247315950920245,FALSE,"Ailier",6.630652744602,11,3,3,3,7,14,3,9,12,16,15,3,3,14,13,4,17,18,16,10,13,9,1,1,20,8,9,6,2,20,14,5,8,2,7,7,5,5,6,9,5,6,13,6,11,11,9,13,7,6,5,10,16,7,8,12,15,15,16,6,7,6,4,4,5,6,12,16,17,16,18,15,18,19,15,12,15,19,18,2
"2025/2026","Ligue 2 - J14","A. Hbouch","Annecy","LWF, CF",26,0,"2027-06-30","France","France","","non",0,0,14,906,0.0814569536423841,0.1,1.22764227642276,6.667,0,2.19,0.1,0,0.596,3.38,1.292512,38.24,1.21951219512195,9.93,3.972,40,1.49,0.496617,33.33,2.09,1.35,2.98,0.794766,26.67,0.27,4.77,4.57,2.68259,58.7,0.2,1.49,0,0,0,1.89,2.57,19.32,24.14,19.073014,79.01,4.77,2.98125,62.5,0.197597348798674,7.75,7.451625,96.15,0.321043910521955,6.85,5.261485,76.81,0.283761391880696,63.64,16.03,1.09,0.1,0.4,1.19,0.19,0.1,0.1,0,0,0,1.99,1.0945,55,2.28,1.387836,60.87,0.0944490472245236,1.19,0.00595,0.5,0.0492957746478873,3.18,2.285784,71.88,0.131731565865783,FALSE,"Ailier",6.974708555844,9,11,14,8,7,13,11,9,14,14,12,2,14,15,15,8,12,12,11,15,11,11,6,3,9,4,6,6,8,9,15,1,8,2,4,4,4,4,5,9,3,3,5,2,17,17,15,19,4,5,6,5,17,4,4,13,13,17,18,17,18,2,4,4,4,3,3,13,15,18,16,17,15,12,17,4,4,10,6,12
"2025/2026","Ligue 2 - J14","Z. Davitashvili","Saint-Étienne","LWF, LW, LAMF",24,0,"2028-06-30","Georgia","Georgia","droite","non",175,63,12,858,0.312587412587413,0.63,2.01543624161074,20.69,0,3.46,0.63,0,0.838736,3.78,1.784916,47.22,2.01342281879195,9.97,3.148526,31.58,1.15,0.313605,27.27,5.03,1.8,1.05,0.21,25,0.18,2.94,4.09,1.887535,46.15,0.1,1.47,0.1,0,0,0.94,1.58,33.17,40.17,34.297146,85.38,7.34,5.557114,75.71,0.182723425441872,14.69,14.059799,95.71,0.365695792880259,10.59,9.331908,88.12,0.263629574309186,58.82,15.62,1.78,0,0.63,2.1,0.12,0,0.1,0.42,0.42,100,2.62,1.8864,72,2.52,2.099916,83.33,0.0627333831217326,2.1,0.00651,0.31,0.0522778192681105,4.09,2.936211,71.79,0.101817276574558,FALSE,"Ailier",7.278046305954,17,19,18,17,7,17,19,9,16,15,14,5,18,15,13,3,10,10,8,20,20,1,1,1,6,1,4,2,1,5,15,5,8,2,0,1,12,14,14,16,6,7,16,1,20,20,14,20,10,11,13,3,15,3,6,4,17,20,14,6,18,15,19,19,5,6,14,14,19,20,11,20,16,10,18,6,6,10,2,18
"2025/2026","Ligue 2 - J14","A. El Farissi","Boulogne","LW, CF",27,0,"","France","France","","non",0,0,12,839,0.210250297973778,0.11,0.523185941043084,5.263,0,2.68,0.11,0,0.751536,3,1.7142,57.14,0.510204081632653,8.05,3.327065,41.33,1.82,0.642278,35.29,2.04,1.125,1.39,0.427703,30.77,0.72,6.22,5.15,3.540625,68.75,0.64,0.86,0.21,0,0,2.04,2.28,27.2,24.78,17.162628,69.26,7.83,4.504599,57.53,0.315980629539952,5.79,5.360961,92.59,0.23365617433414,6.01,3.970807,66.07,0.242534301856336,58.82,18.7,1.82,0,0.32,0.75,0.08,0.11,0.11,0.32,0.106656,33.33,3.97,2.360562,59.46,2.47,0.859066,34.78,0.0996771589991929,0.75,0.0048,0.64,0.0302663438256659,4.18,2.67938,64.1,0.168684422921711,FALSE,"Ailier",6.710879755033,15,11,7,7,7,15,12,9,15,13,14,12,7,13,13,9,13,14,12,15,4,3,3,4,16,7,8,10,17,17,6,13,8,2,5,3,8,5,4,2,6,6,3,10,12,12,8,15,3,3,2,1,15,11,6,4,12,12,11,18,19,13,12,11,9,8,5,14,11,5,16,12,14,14,14,6,5,4,11,3
